Number of Models: 10
Test Accuracies: [89.48058761804828, 77.5183630640084, 81.71563483735572, 82.0828961175236, 88.45750262329486, 87.1196222455404, 77.88562434417628, 77.20356768100734, 77.25603357817418, 75.7607555089192]
Mean Accuracy: 81.44805876180483
Standard Deviation: 5.189334319018197
Total Time: 0:37:27.124908



########## Model 1 ##########

Test Accuracy: 89.48058761804828


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|       5 |     1.0278   |          0.995713 |         0.692084 |              0.702842 |
|       6 |     1.01453  |          0.996235 |         0.685137 |              0.689922 |
|       7 |     1.01145  |          0.97483  |         0.68853  |              0.697674 |
|       8 |     0.999595 |          0.957692 |         0.687237 |              0.697028 |
|       9 |     0.960378 |          0.921406 |         0.692569 |              0.706072 |
|      10 |     0.944968 |          0.908297 |         0.690468 |              0.699612 |
|      11 |     0.936256 |          0.922453 |         0.692569 |              0.70478  |
|      12 |     0.929924 |          0.911736 |         0.690307 |              0.702196 |
|      13 |     0.940975 |          0.909205 |         0.692892 |              0.703488 |
|      14 |     0.924905 |          0.910886 |         0.688691 |              0.693798 |
|      15 |     0.942667 |          0.916122 |         0.686591 |              0.697674 |
|      16 |     0.924088 |          0.914452 |         0.691276 |              0.702842 |
|      17 |     0.917034 |          0.884898 |         0.686268 |              0.69186  |
|      18 |     0.907329 |          0.883105 |         0.692569 |              0.703488 |
|      19 |     0.901161 |          0.889258 |         0.697254 |              0.70801  |
|      20 |     0.907857 |          0.923635 |         0.694669 |              0.705426 |
|      21 |     0.911465 |          0.87621  |         0.697738 |              0.708656 |
|      22 |     0.902711 |          0.872717 |         0.698061 |              0.707364 |
|      23 |     0.902428 |          0.879599 |         0.694507 |              0.705426 |
|      24 |     0.900444 |          0.889699 |         0.696284 |              0.705426 |
|      25 |     0.905178 |          0.89219  |         0.689015 |              0.692506 |
|      26 |     0.899675 |          0.88434  |         0.698546 |              0.709302 |
|      27 |     0.897931 |          0.887452 |         0.694184 |              0.703488 |
|      28 |     0.899892 |          0.873231 |         0.696769 |              0.706718 |
|      29 |     0.894364 |          0.886801 |         0.690145 |              0.694444 |
|      30 |     0.898379 |          0.883126 |         0.6979   |              0.70801  |
|      31 |     0.894372 |          0.88155  |         0.699838 |              0.709302 |
|      32 |     0.896468 |          0.882223 |         0.696931 |              0.704134 |
|      33 |     0.909197 |          0.893348 |         0.699354 |              0.710594 |
|      34 |     0.905744 |          0.88469  |         0.6958   |              0.70478  |
|      35 |     0.894283 |          0.875912 |         0.698546 |              0.70801  |
|      36 |     0.898198 |          0.872908 |         0.696607 |              0.707364 |
|      37 |     0.897967 |          0.884588 |         0.691438 |              0.697028 |
